,Id,parcel_id,ms_subclass,zoning,lot_frontage,lot_sq_ft,paved_street,alley,lot_shape,flatness,utilities,lot_config,land_slope,neighborhood,proximity_1,proximity_2,style,quality_rating,condition_rating,year_built,year_renovation,roof_style,roof_material,exterior_1,exterior_2,masonry_type,masonry_area,exterior_quality,exterior_condition,foundation_type,basement_height,basement_condition,basement_exposure,basement_finished_condition,basement_2_condition,unfinished_basement_sqft,total_basement_sqft,heating_type,heating_quality,has_central_air,electrical,low_quality_sqft,living_area_sqft,bedrooms,kitchens,kitchen_quality,total_rooms(non-bath_or_basement),fireplaces,fireplace_quality,garage_type,garage_year,garage_finish,garage_size,garage_sqft,garage_quality,garage_condition,has_paved_driveway,deck_sqft,open_porch_sqft,enclosed_porch_sqft,seasonal_porch_sqft,screen_porch_sqft,pool_size,pool_quality,fence_quality,misc_feature,misc_value,month_sold,year_sold,sale_type,SalePrice,baths,finished_basement_sqft,home_age,newly_renovated,basement_none,basement_unfinished,functionality_salvage_only,functionality_severely_damaged,functionality_typical,building_type_single_family,building_type_townhouse_end_unit,building_type_townhouse_inside_unit,building_type_two_family_conversion
1860,794,905475160,20,RL,62.0,7440,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,916.0,1089.0,GasW,TA,1,SBrkr,0,1089,3,1,TA,5,1,Gd,Detchd,1954.0,RFn,1.0,252.0,TA,TA,1,328,0,0,0,0,0,0,MnPrv,0,0,9,2009,WD ,125000,2.0,173.0,55,0,0,0,0,0,1,1,0,0,0
1861,708,902204080,30,RM,62.0,7404,1,0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,861.0,861.0,GasA,TA,1,SBrkr,0,861,2,1,TA,5,0,0,Detchd,1920.0,Unf,2.0,288.0,TA,TA,0,0,0,128,0,0,0,0,0,0,0,11,2009,Oth,80000,1.0,0.0,89,0,0,1,0,0,1,1,0,0,0
1862,286,909100080,30,RL,67.0,4853,1,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,TA,TA,BrkTil,TA,TA,Mn,Rec,Unf,974.0,1107.0,GasA,Fa,0,FuseA,0,1296,2,1,Fa,5,1,Gd,Detchd,1979.0,Unf,1.0,260.0,TA,TA,1,0,0,36,0,0,0,0,MnPrv,0,0,5,2010,WD ,104000,2.0,133.0,86,0,0,0,0,0,1,1,0,0,0
1863,62,528358010,20,RL,59.0,10593,1,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,801.0,1720.0,GasA,Ex,1,SBrkr,0,1720,3,1,Gd,7,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,1,240,56,154,0,0,0,0,0,0,0,3,2010,WD ,260400,3.0,919.0,14,0,0,0,0,0,1,1,0,0,0
1864,1647,527302060,60,RL,78.0,12090,1,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,404.0,725.0,GasA,Ex,1,SBrkr,0,1479,3,1,Gd,6,1,TA,Attchd,1981.0,RFn,2.0,484.0,TA,TA,1,167,72,0,0,0,0,0,0,0,0,3,2007,WD ,176000,2.5,321.0,26,0,0,0,0,0,1,1,0,0,0
1865,2054,905103110,20,RL,0.0,11677,1,0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,TA,TA,CBlock,TA,TA,Av,Rec,BLQ,30.0,1040.0,GasA,TA,1,SBrkr,0,1040,3,1,TA,6,0,0,Attchd,1966.0,RFn,1.0,264.0,TA,TA,1,0,90,0,0,0,0,0,MnPrv,0,0,2,2007,WD ,123000,2.0,1010.0,41,0,0,0,0,0,1,1,0,0,0
1866,1102,528326110,60,RL,0.0,11000,1,0,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,1519.0,1519.0,GasA,Ex,1,SBrkr,0,2172,4,1,Ex,8,1,TA,BuiltIn,2000.0,RFn,3.0,687.0,TA,TA,1,162,153,0,0,0,0,0,0,0,0,6,2008,WD ,291000,2.5,0.0,8,0,0,1,0,0,1,1,0,0,0
1867,654,535354100,20,RL,50.0,8000,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,292.0,972.0,GasA,Ex,1,SBrkr,0,972,2,1,TA,5,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,5,2009,WD ,132000,2.0,680.0,61,0,0,0,0,0,1,1,0,0,0
1868,1089,528240040,60,RL,51.0,8029,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,728.0,728.0,GasA,Ex,1,SBrkr,0,1456,3,1,Gd,8,0,0,Attchd,2005.0,Fin,2.0,400.0,TA,TA,1,100,24,0,0,0,0,0,0,0,0,7,2008,WD ,176000,2.5,0.0,3,0,0,1,0,0,1,1,0,0,0
1869,604,534278070,20,RL,0.0,13495,1,0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,222.0,1048.0,GasA,Fa,1,SBrkr,0,1728,3,1,TA,7,1,Gd,Detchd,1956.0,Unf,2.0,576.0,TA,TA,1,0,99,0,0,0,0,0,0,0,0,7,2009,WD ,177625,3.0,826.0,53,0,0,0,0,0,0,1,0,0,0
1870,2838,908228040,50,RL,60.0,9738,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,392.0,784.0,GasA,Gd,1,SBrkr,0,1221,4,1,TA,7,0,0,Attchd,1965.0,Unf,1.0,392.0,TA,TA,1,0,0,236,0,0,0,0,0,0,0,3,2006,WD ,104900,2.0,392.0,82,0,0,0,0,0,1,1,0,0,0
1871,2777,907181090,60,RL,68.0,9272,1,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,342.0,842.0,GasA,Ex,1,SBrkr,0,1749,3,1,Gd,7,0,0,Attchd,1999.0,RFn,2.0,515.0,TA,TA,1,140,85,0,0,0,0,0,0,0,0,6,2006,WD ,196000,2.5,500.0,7,0,0,0,0,0,1,1,0,0,0
1872,1723,528186050,120,RL,48.0,7841,1,0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,729.0,1577.0,GasA,Ex,1,SBrkr,0,1577,2,1,Ex,6,1,Gd,Attchd,2005.0,RFn,2.0,564.0,TA,TA,1,203,39,0,0,0,0,0,0,0,0,5,2007,WD ,280000,3.0,848.0,2,0,0,0,0,0,1,0,1,0,0
1873,349,527110020,80,RL,0.0,8530,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,384.0,GasA,Gd,1,SBrkr,0,1474,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,1,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD ,168500,2.5,0.0,14,0,0,1,0,0,1,1,0,0,0
1874,2313,527107020,60,RL,0.0,13041,1,0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,1995,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,781.0,781.0,GasA,Gd,1,SBrkr,0,1671,3,1,TA,7,1,TA,Attchd,1995.0,Fin,2.0,423.0,TA,TA,1,0,84,0,0,0,0,0,0,0,0,2,2006,WD ,170000,2.5,0.0,11,0,0,1,0,0,1,1,0,0,0
1875,2279,923202220,20,RL,200.0,43500,1,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,0,0,0,0,0,0.0,0.0,GasA,Ex,1,SBrkr,0,2034,2,1,TA,9,0,0,2Types,1953.0,RFn,4.0,1041.0,TA,TA,0,483,266,0,0,0,561,TA,GdPrv,0,0,6,2007,WD ,130000,1.0,0.0,54,0,1,0,0,0,0,1,0,0,0
1876,1346,903233080,50,RM,52.0,6240,1,0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,LwQ,449.0,989.0,GasA,TA,1,SBrkr,0,2009,4,1,TA,7,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,1,0,20,0,0,0,0,0,MnPrv,0,0,1,2008,WD ,150000,2.0,540.0,69,0,0,0,0,0,0,1,0,0,0
1877,2770,907125080,20,RL,95.0,13015,1,0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1100.0,1100.0,GasA,Ex,1,SBrkr,0,1100,3,1,TA,5,0,0,Attchd,1996.0,RFn,2.0,462.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,6,2006,WD ,145000,1.5,0.0,10,0,0,1,0,0,1,1,0,0,0
1878,2923,923230040,90,RL,63.0,9297,1,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,122.0,1728.0,GasA,TA,1,SBrkr,0,1728,4,2,TA,8,0,0,Detchd,1976.0,Unf,2.0,560.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,7,2006,WD ,188000,4.0,1606.0,30,0,0,0,0,0,1,0,0,0,0
1879,1619,527110120,60,RL,57.0,8773,1,0,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,916.0,916.0,GasA,Gd,1,SBrkr,0,1600,3,1,TA,7,1,TA,Attchd,1997.0,Fin,2.0,460.0,TA,TA,1,100,38,0,0,0,0,0,0,0,0,8,2007,WD ,169000,2.5,0.0,10,0,0,1,0,0,1,1,0,0,0
1880,2178,908152260,20,RL,74.0,8536,1,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125.0,1125.0,GasA,Gd,1,SBrkr,0,1125,2,1,TA,5,0,0,Attchd,2007.0,Unf,2.0,430.0,TA,TA,1,80,64,0,0,0,0,0,0,0,0,4,2007,New,155000,1.5,0.0,1,0,0,1,0,0,1,1,0,0,0
1881,1160,533206050,120,FV,59.0,4282,1,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1375.0,1391.0,GasA,Ex,1,SBrkr,0,1391,2,1,Gd,5,0,0,Attchd,2004.0,RFn,2.0,530.0,TA,TA,1,156,158,0,0,0,0,0,0,0,0,7,2008,WD ,196000,2.0,16.0,4,0,0,0,0,0,1,0,1,0,0
1882,1755,528275110,60,RL,0.0,8740,1,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,280.0,854.0,GasA,Ex,1,SBrkr,0,1995,4,1,Gd,8,1,Gd,BuiltIn,2002.0,Fin,2.0,435.0,TA,TA,1,264,48,0,0,0,0,0,0,0,0,7,2007,WD ,219500,2.5,574.0,5,0,0,0,0,0,1,1,0,0,0
1883,2412,528218060,60,RL,65.0,10237,1,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728.0,728.0,GasA,Ex,1,SBrkr,0,1456,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,1,0,24,0,0,0,0,0,0,0,0,2,2006,New,170440,2.5,0.0,1,0,0,1,0,0,1,1,0,0,0
1884,889,908151050,60,RL,75.0,7950,1,0,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,155.0,690.0,GasA,TA,1,SBrkr,0,1426,3,1,TA,6,0,0,Attchd,1977.0,Fin,2.0,440.0,TA,TA,1,252,0,0,0,0,0,0,MnPrv,0,0,7,2009,WD ,159500,1.5,535.0,32,0,0,0,0,0,1,1,0,0,0
1885,2181,908154195,20,RL,128.0,39290,1,0,IR1,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,10,5,2008,2009,Hip,CompShg,CemntBd,CmentBd,Stone,1224.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1085.0,5095.0,GasA,Ex,1,SBrkr,0,5095,2,1,Ex,15,2,Gd,Attchd,2008.0,Fin,3.0,1154.0,TA,TA,1,546,484,0,0,0,0,0,0,Elev,17000,10,2007,New,183850,4.0,4010.0,-1,0,0,0,0,0,1,1,0,0,0
1886,1186,534126090,20,RL,80.0,10400,1,0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1304.0,1304.0,GasA,Gd,1,SBrkr,0,1682,3,1,TA,7,1,Gd,Attchd,1970.0,Unf,2.0,530.0,TA,TA,1,98,0,0,0,0,0,0,MnPrv,0,0,5,2008,WD ,174000,2.0,0.0,38,0,0,1,0,0,1,1,0,0,0
1887,1613,526352090,20,RL,85.0,10628,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,Unf,499.0,1277.0,GasA,TA,1,SBrkr,0,1277,2,1,TA,5,1,Po,Attchd,1970.0,Unf,2.0,526.0,TA,TA,1,0,0,0,0,176,0,0,GdWo,0,0,4,2007,WD ,167000,2.0,778.0,37,0,0,0,0,0,1,1,0,0,0
1888,411,527453060,160,RL,24.0,2280,1,0,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,289.0,855.0,GasA,TA,1,SBrkr,0,1456,3,1,TA,7,1,TA,Attchd,1976.0,Unf,2.0,440.0,TA,TA,1,87,0,0,0,0,0,0,0,0,0,7,2009,WD ,148500,2.5,566.0,33,0,0,0,0,0,1,0,0,1,0
1889,810,906226090,90,RL,64.0,7018,1,0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,0,0,0,0,0,0.0,0.0,GasA,TA,1,SBrkr,0,2228,6,2,TA,8,0,0,Detchd,1979.0,Unf,2.0,720.0,TA,TA,1,73,0,0,0,0,0,0,0,0,0,6,2009,WD ,147983,2.0,0.0,30,0,1,0,0,0,1,0,0,0,0
1890,548,531452010,160,RL,75.0,10762,1,0,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626.0,626.0,GasA,TA,1,SBrkr,0,1217,3,1,TA,6,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,1,0,28,0,0,0,0,0,0,0,0,4,2009,WD ,120000,1.5,0.0,29,0,0,1,0,0,1,0,1,0,0
1891,2179,908152280,20,RL,60.0,7024,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,110.0,1090.0,GasA,Gd,1,SBrkr,0,1090,2,1,TA,5,0,0,Attchd,2005.0,Fin,2.0,450.0,TA,TA,1,0,49,0,0,0,0,0,0,0,0,6,2007,WD ,157000,2.5,980.0,2,0,0,0,0,0,1,1,0,0,0
1892,2746,905480160,50,RL,50.0,7585,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,Unf,810.0,810.0,GasA,Fa,1,FuseA,0,1456,4,1,TA,7,1,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,8,2006,WD ,91500,2.5,0.0,58,0,0,1,0,0,1,1,0,0,0
1893,1486,908102030,30,RL,67.0,8777,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,796.0,796.0,GasA,Gd,1,FuseA,0,796,2,1,TA,4,0,0,0,0.0,0,0.0,0.0,0,0,1,328,0,164,0,0,0,0,MnPrv,0,0,5,2008,WD ,85000,1.0,0.0,98,0,0,1,0,0,1,1,0,0,0
1894,2168,908102100,20,RL,70.0,9170,1,0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,420.0,1214.0,GasA,Ex,1,SBrkr,0,1214,2,1,TA,6,0,0,Detchd,1965.0,Unf,2.0,461.0,Fa,Fa,1,0,0,184,0,0,0,0,GdPrv,Shed,400,4,2007,WD ,140000,2.0,794.0,42,0,0,0,0,0,1,1,0,0,0
1895,2061,905105260,20,RL,66.0,7742,1,0,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,192.0,955.0,GasA,Ex,1,SBrkr,0,955,3,1,TA,6,0,0,Attchd,1966.0,Unf,1.0,386.0,TA,TA,1,0,0,0,0,0,0,0,MnPrv,0,0,1,2007,WD ,127000,2.0,763.0,41,0,0,0,0,0,1,1,0,0,0
1896,1131,528490080,60,FV,64.0,8791,1,0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Rec,Unf,361.0,864.0,GasA,Ex,1,SBrkr,0,1728,3,1,Gd,7,0,0,Attchd,2003.0,RFn,2.0,673.0,TA,TA,1,216,56,0,0,0,0,0,0,0,0,5,2008,WD ,207500,2.5,503.0,5,0,0,0,0,0,1,1,0,0,0
1897,2738,905427030,75,RL,60.0,19800,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1411.0,1836.0,GasA,Gd,1,SBrkr,0,3672,5,1,Gd,7,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,1,684,80,32,0,0,0,0,0,0,0,12,2006,WD ,415000,3.5,425.0,71,0,0,0,0,0,1,1,0,0,0
1898,929,909425130,20,RL,90.0,13339,1,0,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,621.0,1561.0,GasA,TA,1,SBrkr,0,1561,3,1,TA,6,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,1,0,148,0,0,120,0,0,0,0,0,5,2009,WD ,193000,3.0,940.0,49,0,0,0,0,0,1,1,0,0,0
1899,362,527164090,60,RL,65.0,8125,1,0,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,702.0,702.0,GasA,Gd,1,SBrkr,0,1481,3,1,TA,6,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,1,0,36,0,0,0,0,0,0,0,0,3,2009,WD ,174000,2.5,0.0,15,0,0,1,0,0,1,1,0,0,0
1900,652,535353240,60,RL,78.0,11419,1,0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,0.0,699.0,GasA,Ex,1,FuseA,0,1527,3,1,TA,6,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,1,0,0,134,0,0,0,0,GdWo,0,0,12,2009,WD ,152500,2.5,699.0,61,0,0,0,0,0,1,1,0,0,0
1901,1466,907262070,60,RL,72.0,7226,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798.0,798.0,GasA,Ex,1,SBrkr,0,1640,3,1,Gd,6,0,0,Attchd,2003.0,RFn,2.0,595.0,TA,TA,1,0,45,0,0,0,0,0,0,0,0,6,2008,WD ,183000,2.5,0.0,5,0,0,1,0,0,1,1,0,0,0
1902,2087,905478220,50,RL,60.0,11100,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,5,6,1951,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,0.0,1080.0,GasA,TA,0,SBrkr,0,1480,4,1,TA,7,1,Gd,Attchd,1951.0,Unf,1.0,253.0,TA,TA,1,0,0,68,0,0,0,0,0,0,0,7,2007,WD ,136500,2.0,1080.0,56,0,0,0,0,0,1,1,0,0,0
1903,1442,907194020,60,RL,80.0,12435,1,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,602.0,963.0,GasA,Ex,1,SBrkr,0,1792,3,1,Gd,7,1,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,1,0,96,0,245,0,0,0,0,0,0,5,2008,WD ,231500,2.5,361.0,7,0,0,0,0,0,1,1,0,0,0
1904,2744,905475150,20,RL,57.0,6420,1,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,ALQ,219.0,980.0,GasA,Fa,1,FuseA,0,1148,2,1,TA,6,0,0,Detchd,1952.0,Unf,1.0,308.0,TA,TA,1,0,0,0,0,0,0,0,0,0,0,9,2006,WD ,123500,1.5,761.0,54,0,0,0,0,0,1,1,0,0,0
1905,1511,908275280,50,RL,59.0,16466,1,0,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,816.0,816.0,GasA,TA,1,SBrkr,0,1393,3,1,TA,8,0,0,Attchd,1955.0,Unf,1.0,300.0,TA,TA,1,121,0,0,0,265,0,0,0,0,0,4,2008,WD ,135500,1.5,0.0,53,0,0,1,0,0,1,1,0,0,0
1906,2175,908152060,80,RL,65.0,6285,1,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,SLvl,6,6,1976,1976,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,456.0,960.0,GasA,TA,1,SBrkr,0,1044,3,1,TA,7,1,Fa,Detchd,1976.0,Unf,2.0,528.0,TA,Fa,1,228,0,0,0,0,0,0,0,0,0,4,2007,WD ,133500,2.0,504.0,31,0,0,0,0,0,1,1,0,0,0
1907,1236,535150280,20,RL,71.0,9204,1,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,247.0,1144.0,GasA,TA,1,SBrkr,0,1144,3,1,TA,6,0,0,Detchd,1962.0,Unf,1.0,336.0,TA,TA,1,0,88,0,0,0,0,0,0,0,0,8,2008,COD,124000,2.5,897.0,45,0,0,0,0,0,1,1,0,0,0
1908,2448,528344060,60,RL,78.0,12011,1,0,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,130.0,1086.0,GasA,Ex,1,SBrkr,0,1924,3,1,Gd,7,1,TA,Attchd,1998.0,RFn,2.0,592.0,TA,TA,1,208,75,0,0,374,0,0,0,0,0,6,2006,WD ,280000,3.5,956.0,8,0,0,0,0,0,1,1,0,0,0
